Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2),Heat Rate (W/m^2),Total Heat (J/m^2),Surface Temp (K)
262.60,567834.55,1404.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
262.70,567974.89,1403.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
262.80,568115.14,1402.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
262.90,568255.31,1401.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.00,568395.40,1400.90,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.10,568535.41,1400.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.20,568675.34,1399.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.30,568815.18,1398.42,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.40,568954.94,1397.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.50,569094.61,1396.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.60,569234.21,1395.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.70,569373.72,1395.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.80,569513.14,1394.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
263.90,569652.49,1393.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.00,569791.75,1392.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.10,569930.93,1391.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.20,570070.03,1390.97,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.30,570209.04,1390.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.40,570347.97,1389.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.50,570486.82,1388.49,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.60,570625.59,1387.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.70,570764.27,1386.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.80,570902.87,1386.01,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
264.90,571041.39,1385.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.00,571179.83,1384.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.10,571318.18,1383.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.20,571456.45,1382.70,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.30,571594.64,1381.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.40,571732.74,1381.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.50,571870.76,1380.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.60,572008.70,1379.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.70,572146.56,1378.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.80,572284.33,1377.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
265.90,572422.02,1376.91,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.00,572559.63,1376.08,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.10,572697.16,1375.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.20,572834.60,1374.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.30,572971.96,1373.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.40,573109.24,1372.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.50,573246.43,1371.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.60,573383.54,1371.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.70,573520.57,1370.30,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.80,573657.52,1369.47,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
266.90,573794.38,1368.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.00,573931.17,1367.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.10,574067.86,1366.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.20,574204.48,1366.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.30,574341.02,1365.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.40,574477.47,1364.51,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.50,574613.83,1363.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.60,574750.12,1362.86,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.70,574886.32,1362.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.80,575022.44,1361.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
267.90,575158.48,1360.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.00,575294.44,1359.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.10,575430.31,1358.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.20,575566.10,1357.90,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.30,575701.81,1357.08,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.40,575837.43,1356.25,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.50,575972.98,1355.42,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.60,576108.44,1354.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.70,576243.81,1353.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.80,576379.11,1352.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
268.90,576514.32,1352.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.00,576649.45,1351.30,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.10,576784.50,1350.47,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.20,576919.46,1349.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.30,577054.34,1348.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.40,577189.14,1347.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.50,577323.86,1347.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.60,577458.49,1346.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.70,577593.04,1345.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.80,577727.51,1344.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
269.90,577861.90,1343.86,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.00,577996.20,1343.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.10,578130.43,1342.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.20,578264.56,1341.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.30,578398.62,1340.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.40,578532.59,1339.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.50,578666.49,1338.91,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.60,578800.29,1338.09,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.70,578934.02,1337.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.80,579067.66,1336.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
270.90,579201.23,1335.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.00,579334.70,1334.79,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.10,579468.10,1333.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.20,579601.41,1333.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.30,579734.64,1332.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.40,579867.79,1331.49,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.50,580000.86,1330.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.60,580133.84,1329.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.70,580266.74,1329.01,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.80,580399.56,1328.19,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
271.90,580532.30,1327.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.00,580664.95,1326.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.10,580797.52,1325.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.20,580930.01,1324.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.30,581062.42,1324.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.40,581194.74,1323.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.50,581326.98,1322.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.60,581459.14,1321.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.70,581591.22,1320.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.80,581723.21,1319.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
272.90,581855.12,1319.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.00,581986.95,1318.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.10,582118.70,1317.47,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.20,582250.36,1316.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.30,582381.95,1315.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.40,582513.44,1314.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.50,582644.86,1314.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.60,582776.20,1313.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.70,582907.45,1312.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.80,583038.62,1311.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
273.90,583169.70,1310.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.00,583300.71,1310.05,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.10,583431.63,1309.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.20,583562.47,1308.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.30,583693.23,1307.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.40,583823.90,1306.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.50,583954.50,1305.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.60,584085.01,1305.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.70,584215.43,1304.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.80,584345.78,1303.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
274.90,584476.04,1302.63,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.00,584606.22,1301.81,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.10,584736.32,1300.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.20,584866.34,1300.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.30,584996.27,1299.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.40,585126.12,1298.51,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.50,585255.89,1297.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.60,585385.58,1296.86,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.70,585515.18,1296.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.80,585644.70,1295.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
275.90,585774.14,1294.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.00,585903.50,1293.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.10,586032.77,1292.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.20,586161.97,1291.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.30,586291.07,1291.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.40,586420.10,1290.27,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.50,586549.05,1289.45,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.60,586677.91,1288.63,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.70,586806.69,1287.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.80,586935.39,1286.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
276.90,587064.00,1286.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.00,587192.54,1285.33,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.10,587320.99,1284.51,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.20,587449.36,1283.69,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.30,587577.64,1282.87,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.40,587705.85,1282.04,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.50,587833.97,1281.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.60,587962.01,1280.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.70,588089.97,1279.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.80,588217.84,1278.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
277.90,588345.64,1277.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.00,588473.35,1277.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.10,588600.97,1276.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.20,588728.52,1275.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.30,588855.98,1274.63,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.40,588983.36,1273.81,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.50,589110.66,1272.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.60,589237.88,1272.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.70,589365.01,1271.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.80,589492.07,1270.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
278.90,589619.04,1269.70,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.00,589745.92,1268.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.10,589872.73,1268.05,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.20,589999.45,1267.23,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.30,590126.09,1266.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.40,590252.65,1265.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.50,590379.13,1264.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.60,590505.52,1263.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.70,590631.83,1263.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.80,590758.06,1262.30,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
279.90,590884.21,1261.47,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.00,591010.27,1260.65,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.10,591136.26,1259.83,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.20,591262.16,1259.01,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.30,591387.98,1258.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.40,591513.71,1257.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.50,591639.37,1256.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.60,591764.94,1255.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.70,591890.43,1254.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.80,592015.83,1254.07,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
280.90,592141.16,1253.25,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.00,592266.40,1252.43,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.10,592391.56,1251.61,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.20,592516.64,1250.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.30,592641.64,1249.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.40,592766.55,1249.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.50,592891.38,1248.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.60,593016.13,1247.50,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.70,593140.80,1246.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.80,593265.39,1245.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
281.90,593389.89,1245.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.00,593514.31,1244.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.10,593638.65,1243.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.20,593762.91,1242.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.30,593887.08,1241.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.40,594011.17,1240.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.50,594135.18,1240.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.60,594259.11,1239.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.70,594382.96,1238.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.80,594506.72,1237.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
282.90,594630.40,1236.81,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.00,594754.00,1235.99,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.10,594877.52,1235.17,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.20,595000.95,1234.35,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.30,595124.30,1233.53,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.40,595247.58,1232.71,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.50,595370.76,1231.89,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.60,595493.87,1231.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.70,595616.89,1230.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.80,595739.84,1229.42,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
283.90,595862.70,1228.60,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.00,595985.47,1227.78,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.10,596108.17,1226.96,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.20,596230.78,1226.14,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.30,596353.32,1225.32,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.40,596475.77,1224.49,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.50,596598.13,1223.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.60,596720.42,1222.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.70,596842.62,1222.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.80,596964.74,1221.21,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
284.90,597086.78,1220.39,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.00,597208.74,1219.57,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.10,597330.61,1218.75,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.20,597452.41,1217.93,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.30,597574.12,1217.11,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.40,597695.75,1216.29,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.50,597817.29,1215.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.60,597938.76,1214.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.70,598060.14,1213.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.80,598181.44,1213.00,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
285.90,598302.66,1212.18,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.00,598423.79,1211.36,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.10,598544.85,1210.54,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.20,598665.82,1209.72,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.30,598786.71,1208.90,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.40,598907.52,1208.08,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.50,599028.24,1207.26,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.60,599148.89,1206.44,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.70,599269.45,1205.62,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.80,599389.93,1204.80,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
286.90,599510.33,1203.98,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.00,599630.64,1203.16,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.10,599750.87,1202.34,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.20,599871.03,1201.52,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.30,599991.10,1200.70,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.40,600111.08,1199.88,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.50,600230.99,1199.06,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.60,600350.81,1198.24,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.70,600470.55,1197.41,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.80,600590.21,1196.59,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
287.90,600709.79,1195.77,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.00,600829.29,1194.95,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.10,600948.70,1194.13,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.20,601068.03,1193.31,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.30,601187.28,1192.49,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.40,601306.45,1191.67,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.50,601425.53,1190.85,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.60,601544.54,1190.03,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.70,601663.46,1189.22,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.80,601782.30,1188.40,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
288.90,601901.06,1187.58,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.00,602019.73,1186.76,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.10,602138.33,1185.94,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.20,602256.84,1185.12,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.30,602375.27,1184.30,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.40,602493.61,1183.48,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.50,602611.88,1182.66,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.60,602730.06,1181.84,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.70,602848.17,1181.02,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.80,602966.19,1180.20,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
289.90,603084.12,1179.38,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.00,603201.98,1178.56,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.10,603319.75,1177.74,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.20,603437.45,1176.92,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.30,603555.06,1176.10,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.40,603672.58,1175.28,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.50,603790.03,1174.46,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.60,603907.39,1173.64,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.70,604024.68,1172.82,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.80,604141.88,1172.00,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
290.90,604259.00,1171.19,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
291.00,604376.03,1170.37,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
291.10,604492.99,1169.55,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
291.20,604609.86,1168.73,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
291.30,604726.65,1167.91,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
291.40,604843.36,1167.09,10000.00,0.00,0.00,0.00,0.00,0.00,3524.26,1.76
