Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2)
40.00,32795.85,2178.39,12475.45,12.38,0.00,0.00,0.00
40.10,33014.80,2189.44,12431.75,12.16,0.00,0.00,0.00
40.20,33234.85,2200.54,12388.04,11.94,0.00,0.00,0.00
40.30,33456.02,2211.67,12344.34,11.72,0.00,0.00,0.00
40.40,33678.30,2222.85,12300.64,11.50,0.00,0.00,0.00
40.50,33901.71,2234.08,12256.94,11.28,0.00,0.00,0.00
40.60,34126.24,2245.34,12213.24,11.07,0.00,0.00,0.00
40.70,34351.91,2256.65,12169.53,10.85,0.00,0.00,0.00
40.80,34578.71,2268.01,12125.83,10.63,0.00,0.00,0.00
40.90,34806.65,2279.41,12082.13,10.41,0.00,0.00,0.00
41.00,35035.73,2290.85,12038.43,10.19,0.00,0.00,0.00
41.10,35265.97,2302.34,11994.73,9.97,0.00,0.00,0.00
41.20,35497.36,2313.87,11951.02,9.76,0.00,0.00,0.00
41.30,35729.90,2325.45,11907.32,9.54,0.00,0.00,0.00
41.40,35963.61,2337.08,11863.62,9.32,0.00,0.00,0.00
41.50,36198.48,2348.75,11819.92,9.10,0.00,0.00,0.00
41.60,36434.53,2360.47,11776.21,8.88,0.00,0.00,0.00
41.70,36671.76,2372.24,11732.51,8.66,0.00,0.00,0.00
41.80,36910.16,2384.05,11688.81,8.44,0.00,0.00,0.00
41.90,37149.75,2395.91,11645.11,8.23,0.00,0.00,0.00
42.00,37390.53,2407.82,11601.41,8.01,0.00,0.00,0.00
42.10,37632.51,2419.78,11557.70,7.79,0.00,0.00,0.00
42.20,37875.69,2431.79,11514.00,7.57,0.00,0.00,0.00
42.30,38120.08,2443.85,11470.30,7.35,0.00,0.00,0.00
42.40,38365.67,2455.95,11426.60,7.13,0.00,0.00,0.00
42.50,38612.48,2468.11,11382.90,6.91,0.00,0.00,0.00
42.60,38860.51,2480.32,11339.19,6.70,0.00,0.00,0.00
42.70,39109.77,2492.58,11295.49,6.48,0.00,0.00,0.00
42.80,39360.26,2504.89,11251.79,6.26,0.00,0.00,0.00
42.90,39611.99,2517.25,11208.09,6.04,0.00,0.00,0.00
43.00,39864.95,2529.66,11164.38,5.82,0.00,0.00,0.00
43.10,40119.17,2542.13,11120.68,5.60,0.00,0.00,0.00
43.20,40374.63,2554.65,11076.98,5.38,0.00,0.00,0.00
43.30,40631.35,2567.22,11033.28,5.17,0.00,0.00,0.00
43.40,40889.34,2579.84,10989.58,4.95,0.00,0.00,0.00
43.50,41148.59,2592.52,10945.87,4.73,0.00,0.00,0.00
43.60,41409.11,2605.26,10902.17,4.51,0.00,0.00,0.00
43.70,41670.92,2618.05,10858.47,4.29,0.00,0.00,0.00
43.80,41934.01,2630.89,10814.77,4.07,0.00,0.00,0.00
43.90,42198.39,2643.79,10771.07,3.86,0.00,0.00,0.00
44.00,42464.06,2656.75,10727.36,3.64,0.00,0.00,0.00
44.10,42731.04,2669.76,10683.66,3.42,0.00,0.00,0.00
44.20,42999.32,2682.83,10639.96,3.20,0.00,0.00,0.00
44.30,43268.92,2695.96,10596.26,2.98,0.00,0.00,0.00
44.40,43539.83,2709.15,10552.56,2.76,0.00,0.00,0.00
44.50,43812.07,2722.40,10508.85,2.54,0.00,0.00,0.00
44.60,44085.64,2735.70,10465.15,2.33,0.00,0.00,0.00
44.70,44360.55,2749.07,10421.45,2.11,0.00,0.00,0.00
44.80,44636.80,2762.49,10377.75,1.89,0.00,0.00,0.00
44.90,44914.40,2775.98,10334.04,1.67,0.00,0.00,0.00
45.00,45193.35,2789.52,10290.34,1.45,0.00,0.00,0.00
45.10,45473.66,2803.13,10246.64,1.23,0.00,0.00,0.00
45.20,45755.34,2816.80,10202.94,1.01,0.00,0.00,0.00
45.30,46038.40,2830.54,10159.24,0.80,0.00,0.00,0.00
45.40,46322.83,2844.33,10115.53,0.58,0.00,0.00,0.00
45.50,46608.65,2858.19,10071.83,0.36,0.00,0.00,0.00
45.60,46895.86,2872.12,10028.13,0.14,0.00,0.00,0.00
45.70,47184.47,2886.11,10000.00,0.00,0.00,0.00,0.00
45.80,47472.99,2885.14,10000.00,0.00,0.00,0.00,0.00
45.90,47761.40,2884.18,10000.00,0.00,0.00,0.00,0.00
46.00,48049.73,2883.21,10000.00,0.00,0.00,0.00,0.00
46.10,48337.95,2882.24,10000.00,0.00,0.00,0.00,0.00
46.20,48626.08,2881.27,10000.00,0.00,0.00,0.00,0.00
46.30,48914.11,2880.31,10000.00,0.00,0.00,0.00,0.00
46.40,49202.04,2879.34,10000.00,0.00,0.00,0.00,0.00
46.50,49489.88,2878.37,10000.00,0.00,0.00,0.00,0.00
46.60,49777.62,2877.40,10000.00,0.00,0.00,0.00,0.00
46.70,50065.26,2876.44,10000.00,0.00,0.00,0.00,0.00
46.80,50352.81,2875.47,10000.00,0.00,0.00,0.00,0.00
46.90,50640.26,2874.50,10000.00,0.00,0.00,0.00,0.00
47.00,50927.61,2873.54,10000.00,0.00,0.00,0.00,0.00
47.10,51214.87,2872.57,10000.00,0.00,0.00,0.00,0.00
47.20,51502.03,2871.61,10000.00,0.00,0.00,0.00,0.00
47.30,51789.10,2870.64,10000.00,0.00,0.00,0.00,0.00
47.40,52076.06,2869.67,10000.00,0.00,0.00,0.00,0.00
47.50,52362.93,2868.71,10000.00,0.00,0.00,0.00,0.00
47.60,52649.71,2867.74,10000.00,0.00,0.00,0.00,0.00
47.70,52936.38,2866.77,10000.00,0.00,0.00,0.00,0.00
47.80,53222.97,2865.81,10000.00,0.00,0.00,0.00,0.00
47.90,53509.45,2864.84,10000.00,0.00,0.00,0.00,0.00
48.00,53795.84,2863.88,10000.00,0.00,0.00,0.00,0.00
48.10,54082.13,2862.91,10000.00,0.00,0.00,0.00,0.00
48.20,54368.32,2861.95,10000.00,0.00,0.00,0.00,0.00
48.30,54654.42,2860.98,10000.00,0.00,0.00,0.00,0.00
48.40,54940.42,2860.02,10000.00,0.00,0.00,0.00,0.00
48.50,55226.33,2859.05,10000.00,0.00,0.00,0.00,0.00
48.60,55512.14,2858.08,10000.00,0.00,0.00,0.00,0.00
48.70,55797.85,2857.12,10000.00,0.00,0.00,0.00,0.00
48.80,56083.46,2856.15,10000.00,0.00,0.00,0.00,0.00
48.90,56368.98,2855.19,10000.00,0.00,0.00,0.00,0.00
49.00,56654.41,2854.22,10000.00,0.00,0.00,0.00,0.00
49.10,56939.73,2853.26,10000.00,0.00,0.00,0.00,0.00
49.20,57224.96,2852.30,10000.00,0.00,0.00,0.00,0.00
49.30,57510.09,2851.33,10000.00,0.00,0.00,0.00,0.00
49.40,57795.13,2850.37,10000.00,0.00,0.00,0.00,0.00
49.50,58080.07,2849.40,10000.00,0.00,0.00,0.00,0.00
49.60,58364.91,2848.44,10000.00,0.00,0.00,0.00,0.00
49.70,58649.66,2847.47,10000.00,0.00,0.00,0.00,0.00
49.80,58934.31,2846.51,10000.00,0.00,0.00,0.00,0.00
49.90,59218.87,2845.55,10000.00,0.00,0.00,0.00,0.00
50.00,59503.33,2844.58,10000.00,0.00,0.00,0.00,0.00
50.10,59787.69,2843.62,10000.00,0.00,0.00,0.00,0.00
50.20,60071.95,2842.65,10000.00,0.00,0.00,0.00,0.00
50.30,60356.12,2841.69,10000.00,0.00,0.00,0.00,0.00
50.40,60640.19,2840.73,10000.00,0.00,0.00,0.00,0.00
50.50,60924.17,2839.76,10000.00,0.00,0.00,0.00,0.00
50.60,61208.05,2838.80,10000.00,0.00,0.00,0.00,0.00
50.70,61491.83,2837.84,10000.00,0.00,0.00,0.00,0.00
50.80,61775.52,2836.87,10000.00,0.00,0.00,0.00,0.00
50.90,62059.11,2835.91,10000.00,0.00,0.00,0.00,0.00
51.00,62342.61,2834.95,10000.00,0.00,0.00,0.00,0.00
51.10,62626.00,2833.98,10000.00,0.00,0.00,0.00,0.00
51.20,62909.31,2833.02,10000.00,0.00,0.00,0.00,0.00
51.30,63192.51,2832.06,10000.00,0.00,0.00,0.00,0.00
51.40,63475.62,2831.09,10000.00,0.00,0.00,0.00,0.00
51.50,63758.63,2830.13,10000.00,0.00,0.00,0.00,0.00
51.60,64041.55,2829.17,10000.00,0.00,0.00,0.00,0.00
51.70,64324.37,2828.21,10000.00,0.00,0.00,0.00,0.00
51.80,64607.10,2827.24,10000.00,0.00,0.00,0.00,0.00
51.90,64889.72,2826.28,10000.00,0.00,0.00,0.00,0.00
52.00,65172.26,2825.32,10000.00,0.00,0.00,0.00,0.00
52.10,65454.69,2824.36,10000.00,0.00,0.00,0.00,0.00
52.20,65737.03,2823.39,10000.00,0.00,0.00,0.00,0.00
52.30,66019.28,2822.43,10000.00,0.00,0.00,0.00,0.00
52.40,66301.42,2821.47,10000.00,0.00,0.00,0.00,0.00
52.50,66583.47,2820.51,10000.00,0.00,0.00,0.00,0.00
52.60,66865.43,2819.55,10000.00,0.00,0.00,0.00,0.00
52.70,67147.29,2818.59,10000.00,0.00,0.00,0.00,0.00
52.80,67429.05,2817.62,10000.00,0.00,0.00,0.00,0.00
52.90,67710.71,2816.66,10000.00,0.00,0.00,0.00,0.00
53.00,67992.28,2815.70,10000.00,0.00,0.00,0.00,0.00
53.10,68273.76,2814.74,10000.00,0.00,0.00,0.00,0.00
53.20,68555.14,2813.78,10000.00,0.00,0.00,0.00,0.00
53.30,68836.42,2812.82,10000.00,0.00,0.00,0.00,0.00
53.40,69117.60,2811.86,10000.00,0.00,0.00,0.00,0.00
53.50,69398.69,2810.89,10000.00,0.00,0.00,0.00,0.00
53.60,69679.69,2809.93,10000.00,0.00,0.00,0.00,0.00
53.70,69960.58,2808.97,10000.00,0.00,0.00,0.00,0.00
53.80,70241.39,2808.01,10000.00,0.00,0.00,0.00,0.00
53.90,70522.09,2807.05,10000.00,0.00,0.00,0.00,0.00
54.00,70802.70,2806.09,10000.00,0.00,0.00,0.00,0.00
54.10,71083.21,2805.13,10000.00,0.00,0.00,0.00,0.00
54.20,71363.63,2804.17,10000.00,0.00,0.00,0.00,0.00
54.30,71643.95,2803.21,10000.00,0.00,0.00,0.00,0.00
54.40,71924.18,2802.25,10000.00,0.00,0.00,0.00,0.00
54.50,72204.30,2801.29,10000.00,0.00,0.00,0.00,0.00
54.60,72484.34,2800.33,10000.00,0.00,0.00,0.00,0.00
54.70,72764.27,2799.37,10000.00,0.00,0.00,0.00,0.00
54.80,73044.11,2798.41,10000.00,0.00,0.00,0.00,0.00
54.90,73323.86,2797.45,10000.00,0.00,0.00,0.00,0.00
55.00,73603.51,2796.49,10000.00,0.00,0.00,0.00,0.00
55.10,73883.06,2795.53,10000.00,0.00,0.00,0.00,0.00
55.20,74162.52,2794.57,10000.00,0.00,0.00,0.00,0.00
55.30,74441.88,2793.61,10000.00,0.00,0.00,0.00,0.00
55.40,74721.14,2792.65,10000.00,0.00,0.00,0.00,0.00
55.50,75000.31,2791.69,10000.00,0.00,0.00,0.00,0.00
55.60,75279.39,2790.73,10000.00,0.00,0.00,0.00,0.00
55.70,75558.36,2789.77,10000.00,0.00,0.00,0.00,0.00
55.80,75837.25,2788.81,10000.00,0.00,0.00,0.00,0.00
55.90,76116.03,2787.85,10000.00,0.00,0.00,0.00,0.00
56.00,76394.72,2786.90,10000.00,0.00,0.00,0.00,0.00
56.10,76673.31,2785.94,10000.00,0.00,0.00,0.00,0.00
56.20,76951.81,2784.98,10000.00,0.00,0.00,0.00,0.00
56.30,77230.21,2784.02,10000.00,0.00,0.00,0.00,0.00
56.40,77508.52,2783.06,10000.00,0.00,0.00,0.00,0.00
56.50,77786.73,2782.10,10000.00,0.00,0.00,0.00,0.00
56.60,78064.85,2781.14,10000.00,0.00,0.00,0.00,0.00
56.70,78342.86,2780.19,10000.00,0.00,0.00,0.00,0.00
56.80,78620.79,2779.23,10000.00,0.00,0.00,0.00,0.00
56.90,78898.61,2778.27,10000.00,0.00,0.00,0.00,0.00
57.00,79176.34,2777.31,10000.00,0.00,0.00,0.00,0.00
57.10,79453.98,2776.35,10000.00,0.00,0.00,0.00,0.00
57.20,79731.52,2775.40,10000.00,0.00,0.00,0.00,0.00
57.30,80008.96,2774.44,10000.00,0.00,0.00,0.00,0.00
57.40,80286.31,2773.48,10000.00,0.00,0.00,0.00,0.00
57.50,80563.56,2772.52,10000.00,0.00,0.00,0.00,0.00
57.60,80840.72,2771.56,10000.00,0.00,0.00,0.00,0.00
57.70,81117.78,2770.61,10000.00,0.00,0.00,0.00,0.00
57.80,81394.75,2769.65,10000.00,0.00,0.00,0.00,0.00
57.90,81671.61,2768.69,10000.00,0.00,0.00,0.00,0.00
58.00,81948.39,2767.73,10000.00,0.00,0.00,0.00,0.00
58.10,82225.07,2766.78,10000.00,0.00,0.00,0.00,0.00
58.20,82501.65,2765.82,10000.00,0.00,0.00,0.00,0.00
58.30,82778.13,2764.86,10000.00,0.00,0.00,0.00,0.00
58.40,83054.52,2763.91,10000.00,0.00,0.00,0.00,0.00
58.50,83330.82,2762.95,10000.00,0.00,0.00,0.00,0.00
58.60,83607.02,2761.99,10000.00,0.00,0.00,0.00,0.00
58.70,83883.12,2761.04,10000.00,0.00,0.00,0.00,0.00
58.80,84159.13,2760.08,10000.00,0.00,0.00,0.00,0.00
58.90,84435.04,2759.12,10000.00,0.00,0.00,0.00,0.00
59.00,84710.86,2758.17,10000.00,0.00,0.00,0.00,0.00
59.10,84986.58,2757.21,10000.00,0.00,0.00,0.00,0.00
59.20,85262.21,2756.25,10000.00,0.00,0.00,0.00,0.00
59.30,85537.74,2755.30,10000.00,0.00,0.00,0.00,0.00
59.40,85813.17,2754.34,10000.00,0.00,0.00,0.00,0.00
59.50,86088.51,2753.38,10000.00,0.00,0.00,0.00,0.00
59.60,86363.75,2752.43,10000.00,0.00,0.00,0.00,0.00
59.70,86638.90,2751.47,10000.00,0.00,0.00,0.00,0.00
59.80,86913.95,2750.52,10000.00,0.00,0.00,0.00,0.00
59.90,87188.91,2749.56,10000.00,0.00,0.00,0.00,0.00
60.00,87463.77,2748.61,10000.00,0.00,0.00,0.00,0.00
60.10,87738.53,2747.65,10000.00,0.00,0.00,0.00,0.00
60.20,88013.20,2746.69,10000.00,0.00,0.00,0.00,0.00
60.30,88287.77,2745.74,10000.00,0.00,0.00,0.00,0.00
60.40,88562.25,2744.78,10000.00,0.00,0.00,0.00,0.00
60.50,88836.64,2743.83,10000.00,0.00,0.00,0.00,0.00
60.60,89110.92,2742.87,10000.00,0.00,0.00,0.00,0.00
60.70,89385.12,2741.92,10000.00,0.00,0.00,0.00,0.00
60.80,89659.21,2740.96,10000.00,0.00,0.00,0.00,0.00
60.90,89933.21,2740.01,10000.00,0.00,0.00,0.00,0.00
61.00,90207.12,2739.05,10000.00,0.00,0.00,0.00,0.00
61.10,90480.93,2738.10,10000.00,0.00,0.00,0.00,0.00
61.20,90754.64,2737.14,10000.00,0.00,0.00,0.00,0.00
61.30,91028.26,2736.19,10000.00,0.00,0.00,0.00,0.00
61.40,91301.78,2735.23,10000.00,0.00,0.00,0.00,0.00
61.50,91575.21,2734.28,10000.00,0.00,0.00,0.00,0.00
61.60,91848.55,2733.33,10000.00,0.00,0.00,0.00,0.00
61.70,92121.78,2732.37,10000.00,0.00,0.00,0.00,0.00
61.80,92394.92,2731.42,10000.00,0.00,0.00,0.00,0.00
61.90,92667.97,2730.46,10000.00,0.00,0.00,0.00,0.00
62.00,92940.92,2729.51,10000.00,0.00,0.00,0.00,0.00
62.10,93213.78,2728.56,10000.00,0.00,0.00,0.00,0.00
62.20,93486.54,2727.60,10000.00,0.00,0.00,0.00,0.00
62.30,93759.20,2726.65,10000.00,0.00,0.00,0.00,0.00
62.40,94031.77,2725.69,10000.00,0.00,0.00,0.00,0.00
62.50,94304.25,2724.74,10000.00,0.00,0.00,0.00,0.00
62.60,94576.62,2723.79,10000.00,0.00,0.00,0.00,0.00
62.70,94848.91,2722.83,10000.00,0.00,0.00,0.00,0.00
62.80,95121.10,2721.88,10000.00,0.00,0.00,0.00,0.00
62.90,95393.19,2720.93,10000.00,0.00,0.00,0.00,0.00
63.00,95665.19,2719.97,10000.00,0.00,0.00,0.00,0.00
63.10,95937.09,2719.02,10000.00,0.00,0.00,0.00,0.00
63.20,96208.89,2718.07,10000.00,0.00,0.00,0.00,0.00
63.30,96480.61,2717.11,10000.00,0.00,0.00,0.00,0.00
63.40,96752.22,2716.16,10000.00,0.00,0.00,0.00,0.00
63.50,97023.74,2715.21,10000.00,0.00,0.00,0.00,0.00
63.60,97295.17,2714.26,10000.00,0.00,0.00,0.00,0.00
63.70,97566.50,2713.30,10000.00,0.00,0.00,0.00,0.00
63.80,97837.73,2712.35,10000.00,0.00,0.00,0.00,0.00
63.90,98108.87,2711.40,10000.00,0.00,0.00,0.00,0.00
64.00,98379.92,2710.45,10000.00,0.00,0.00,0.00,0.00
64.10,98650.87,2709.49,10000.00,0.00,0.00,0.00,0.00
64.20,98921.72,2708.54,10000.00,0.00,0.00,0.00,0.00
64.30,99192.48,2707.59,10000.00,0.00,0.00,0.00,0.00
64.40,99463.14,2706.64,10000.00,0.00,0.00,0.00,0.00
64.50,99733.71,2705.68,10000.00,0.00,0.00,0.00,0.00
64.60,100004.19,2704.73,10000.00,0.00,0.00,0.00,0.00
64.70,100274.56,2703.78,10000.00,0.00,0.00,0.00,0.00
64.80,100544.85,2702.83,10000.00,0.00,0.00,0.00,0.00
64.90,100815.03,2701.88,10000.00,0.00,0.00,0.00,0.00
65.00,101085.13,2700.93,10000.00,0.00,0.00,0.00,0.00
65.10,101355.12,2699.97,10000.00,0.00,0.00,0.00,0.00
65.20,101625.03,2699.02,10000.00,0.00,0.00,0.00,0.00
65.30,101894.83,2698.07,10000.00,0.00,0.00,0.00,0.00
65.40,102164.55,2697.12,10000.00,0.00,0.00,0.00,0.00
65.50,102434.16,2696.17,10000.00,0.00,0.00,0.00,0.00
65.60,102703.68,2695.22,10000.00,0.00,0.00,0.00,0.00
65.70,102973.11,2694.27,10000.00,0.00,0.00,0.00,0.00
65.80,103242.44,2693.32,10000.00,0.00,0.00,0.00,0.00
65.90,103511.68,2692.36,10000.00,0.00,0.00,0.00,0.00
66.00,103780.82,2691.41,10000.00,0.00,0.00,0.00,0.00
66.10,104049.87,2690.46,10000.00,0.00,0.00,0.00,0.00
66.20,104318.82,2689.51,10000.00,0.00,0.00,0.00,0.00
66.30,104587.67,2688.56,10000.00,0.00,0.00,0.00,0.00
66.40,104856.43,2687.61,10000.00,0.00,0.00,0.00,0.00
66.50,105125.10,2686.66,10000.00,0.00,0.00,0.00,0.00
66.60,105393.67,2685.71,10000.00,0.00,0.00,0.00,0.00
66.70,105662.15,2684.76,10000.00,0.00,0.00,0.00,0.00
66.80,105930.53,2683.81,10000.00,0.00,0.00,0.00,0.00
66.90,106198.81,2682.86,10000.00,0.00,0.00,0.00,0.00
67.00,106467.01,2681.91,10000.00,0.00,0.00,0.00,0.00
67.10,106735.10,2680.96,10000.00,0.00,0.00,0.00,0.00
67.20,107003.10,2680.01,10000.00,0.00,0.00,0.00,0.00
67.30,107271.01,2679.06,10000.00,0.00,0.00,0.00,0.00
67.40,107538.82,2678.11,10000.00,0.00,0.00,0.00,0.00
67.50,107806.54,2677.16,10000.00,0.00,0.00,0.00,0.00
67.60,108074.16,2676.21,10000.00,0.00,0.00,0.00,0.00
67.70,108341.68,2675.26,10000.00,0.00,0.00,0.00,0.00
67.80,108609.11,2674.31,10000.00,0.00,0.00,0.00,0.00
67.90,108876.45,2673.36,10000.00,0.00,0.00,0.00,0.00
68.00,109143.69,2672.41,10000.00,0.00,0.00,0.00,0.00
68.10,109410.84,2671.46,10000.00,0.00,0.00,0.00,0.00
68.20,109677.89,2670.51,10000.00,0.00,0.00,0.00,0.00
68.30,109944.85,2669.57,10000.00,0.00,0.00,0.00,0.00
68.40,110211.71,2668.62,10000.00,0.00,0.00,0.00,0.00
68.50,110478.47,2667.67,10000.00,0.00,0.00,0.00,0.00
68.60,110745.15,2666.72,10000.00,0.00,0.00,0.00,0.00
68.70,111011.72,2665.77,10000.00,0.00,0.00,0.00,0.00
68.80,111278.21,2664.82,10000.00,0.00,0.00,0.00,0.00
68.90,111544.59,2663.87,10000.00,0.00,0.00,0.00,0.00
69.00,111810.89,2662.92,10000.00,0.00,0.00,0.00,0.00
69.10,112077.08,2661.98,10000.00,0.00,0.00,0.00,0.00
69.20,112343.19,2661.03,10000.00,0.00,0.00,0.00,0.00
69.30,112609.19,2660.08,10000.00,0.00,0.00,0.00,0.00
69.40,112875.11,2659.13,10000.00,0.00,0.00,0.00,0.00
69.50,113140.93,2658.18,10000.00,0.00,0.00,0.00,0.00
69.60,113406.65,2657.24,10000.00,0.00,0.00,0.00,0.00
69.70,113672.28,2656.29,10000.00,0.00,0.00,0.00,0.00
69.80,113937.81,2655.34,10000.00,0.00,0.00,0.00,0.00
69.90,114203.25,2654.39,10000.00,0.00,0.00,0.00,0.00
70.00,114468.59,2653.44,10000.00,0.00,0.00,0.00,0.00
70.10,114733.84,2652.50,10000.00,0.00,0.00,0.00,0.00
70.20,114999.00,2651.55,10000.00,0.00,0.00,0.00,0.00
70.30,115264.06,2650.60,10000.00,0.00,0.00,0.00,0.00
70.40,115529.02,2649.65,10000.00,0.00,0.00,0.00,0.00
70.50,115793.90,2648.71,10000.00,0.00,0.00,0.00,0.00
70.60,116058.67,2647.76,10000.00,0.00,0.00,0.00,0.00
70.70,116323.35,2646.81,10000.00,0.00,0.00,0.00,0.00
70.80,116587.94,2645.87,10000.00,0.00,0.00,0.00,0.00
70.90,116852.43,2644.92,10000.00,0.00,0.00,0.00,0.00
71.00,117116.83,2643.97,10000.00,0.00,0.00,0.00,0.00
71.10,117381.13,2643.02,10000.00,0.00,0.00,0.00,0.00
71.20,117645.34,2642.08,10000.00,0.00,0.00,0.00,0.00
71.30,117909.45,2641.13,10000.00,0.00,0.00,0.00,0.00
71.40,118173.47,2640.18,10000.00,0.00,0.00,0.00,0.00
71.50,118437.39,2639.24,10000.00,0.00,0.00,0.00,0.00
71.60,118701.22,2638.29,10000.00,0.00,0.00,0.00,0.00
71.70,118964.96,2637.34,10000.00,0.00,0.00,0.00,0.00
71.80,119228.60,2636.40,10000.00,0.00,0.00,0.00,0.00
71.90,119492.14,2635.45,10000.00,0.00,0.00,0.00,0.00
72.00,119755.59,2634.51,10000.00,0.00,0.00,0.00,0.00
72.10,120018.95,2633.56,10000.00,0.00,0.00,0.00,0.00
72.20,120282.21,2632.61,10000.00,0.00,0.00,0.00,0.00
72.30,120545.38,2631.67,10000.00,0.00,0.00,0.00,0.00
72.40,120808.45,2630.72,10000.00,0.00,0.00,0.00,0.00
72.50,121071.43,2629.78,10000.00,0.00,0.00,0.00,0.00
72.60,121334.31,2628.83,10000.00,0.00,0.00,0.00,0.00
72.70,121597.10,2627.88,10000.00,0.00,0.00,0.00,0.00
72.80,121859.79,2626.94,10000.00,0.00,0.00,0.00,0.00
72.90,122122.39,2625.99,10000.00,0.00,0.00,0.00,0.00
73.00,122384.90,2625.05,10000.00,0.00,0.00,0.00,0.00
73.10,122647.31,2624.10,10000.00,0.00,0.00,0.00,0.00
73.20,122909.62,2623.16,10000.00,0.00,0.00,0.00,0.00
73.30,123171.84,2622.21,10000.00,0.00,0.00,0.00,0.00
73.40,123433.97,2621.27,10000.00,0.00,0.00,0.00,0.00
73.50,123696.00,2620.32,10000.00,0.00,0.00,0.00,0.00
73.60,123957.94,2619.38,10000.00,0.00,0.00,0.00,0.00
73.70,124219.78,2618.43,10000.00,0.00,0.00,0.00,0.00
73.80,124481.53,2617.49,10000.00,0.00,0.00,0.00,0.00
73.90,124743.19,2616.54,10000.00,0.00,0.00,0.00,0.00
74.00,125004.75,2615.60,10000.00,0.00,0.00,0.00,0.00
74.10,125266.21,2614.65,10000.00,0.00,0.00,0.00,0.00
74.20,125527.58,2613.71,10000.00,0.00,0.00,0.00,0.00
74.30,125788.86,2612.77,10000.00,0.00,0.00,0.00,0.00
74.40,126050.04,2611.82,10000.00,0.00,0.00,0.00,0.00
74.50,126311.13,2610.88,10000.00,0.00,0.00,0.00,0.00
74.60,126572.12,2609.93,10000.00,0.00,0.00,0.00,0.00
74.70,126833.02,2608.99,10000.00,0.00,0.00,0.00,0.00
74.80,127093.83,2608.04,10000.00,0.00,0.00,0.00,0.00
74.90,127354.54,2607.10,10000.00,0.00,0.00,0.00,0.00
75.00,127615.15,2606.16,10000.00,0.00,0.00,0.00,0.00
75.10,127875.67,2605.21,10000.00,0.00,0.00,0.00,0.00
75.20,128136.10,2604.27,10000.00,0.00,0.00,0.00,0.00
75.30,128396.43,2603.33,10000.00,0.00,0.00,0.00,0.00
75.40,128656.67,2602.38,10000.00,0.00,0.00,0.00,0.00
75.50,128916.81,2601.44,10000.00,0.00,0.00,0.00,0.00
75.60,129176.86,2600.49,10000.00,0.00,0.00,0.00,0.00
75.70,129436.82,2599.55,10000.00,0.00,0.00,0.00,0.00
75.80,129696.68,2598.61,10000.00,0.00,0.00,0.00,0.00
75.90,129956.45,2597.66,10000.00,0.00,0.00,0.00,0.00
76.00,130216.12,2596.72,10000.00,0.00,0.00,0.00,0.00
76.10,130475.70,2595.78,10000.00,0.00,0.00,0.00,0.00
76.20,130735.18,2594.84,10000.00,0.00,0.00,0.00,0.00
76.30,130994.57,2593.89,10000.00,0.00,0.00,0.00,0.00
76.40,131253.86,2592.95,10000.00,0.00,0.00,0.00,0.00
76.50,131513.06,2592.01,10000.00,0.00,0.00,0.00,0.00
76.60,131772.17,2591.06,10000.00,0.00,0.00,0.00,0.00
76.70,132031.18,2590.12,10000.00,0.00,0.00,0.00,0.00
76.80,132290.10,2589.18,10000.00,0.00,0.00,0.00,0.00
76.90,132548.92,2588.24,10000.00,0.00,0.00,0.00,0.00
77.00,132807.65,2587.29,10000.00,0.00,0.00,0.00,0.00
77.10,133066.29,2586.35,10000.00,0.00,0.00,0.00,0.00
77.20,133324.83,2585.41,10000.00,0.00,0.00,0.00,0.00
77.30,133583.28,2584.47,10000.00,0.00,0.00,0.00,0.00
77.40,133841.63,2583.53,10000.00,0.00,0.00,0.00,0.00
77.50,134099.89,2582.58,10000.00,0.00,0.00,0.00,0.00
77.60,134358.05,2581.64,10000.00,0.00,0.00,0.00,0.00
77.70,134616.12,2580.70,10000.00,0.00,0.00,0.00,0.00
77.80,134874.10,2579.76,10000.00,0.00,0.00,0.00,0.00
77.90,135131.98,2578.82,10000.00,0.00,0.00,0.00,0.00
78.00,135389.77,2577.87,10000.00,0.00,0.00,0.00,0.00
78.10,135647.46,2576.93,10000.00,0.00,0.00,0.00,0.00
78.20,135905.06,2575.99,10000.00,0.00,0.00,0.00,0.00
78.30,136162.56,2575.05,10000.00,0.00,0.00,0.00,0.00
78.40,136419.98,2574.11,10000.00,0.00,0.00,0.00,0.00
78.50,136677.29,2573.17,10000.00,0.00,0.00,0.00,0.00
78.60,136934.51,2572.23,10000.00,0.00,0.00,0.00,0.00
78.70,137191.64,2571.29,10000.00,0.00,0.00,0.00,0.00
78.80,137448.68,2570.34,10000.00,0.00,0.00,0.00,0.00
78.90,137705.62,2569.40,10000.00,0.00,0.00,0.00,0.00
79.00,137962.46,2568.46,10000.00,0.00,0.00,0.00,0.00
79.10,138219.22,2567.52,10000.00,0.00,0.00,0.00,0.00
79.20,138475.87,2566.58,10000.00,0.00,0.00,0.00,0.00
79.30,138732.44,2565.64,10000.00,0.00,0.00,0.00,0.00
79.40,138988.91,2564.70,10000.00,0.00,0.00,0.00,0.00
79.50,139245.28,2563.76,10000.00,0.00,0.00,0.00,0.00
79.60,139501.57,2562.82,10000.00,0.00,0.00,0.00,0.00
79.70,139757.75,2561.88,10000.00,0.00,0.00,0.00,0.00
